dataset1_id,dataset2_id,matching_topic
1027,1042,0
1516,1526,1
29,381,0
1520,4548,0
483,679,1
1069,1075,1
197,1098,0
1049,1069,1
492,1119,0
17,573,0
1065,1067,1
1056,1071,1
1516,1520,1
1064,1071,1
216,1489,0
1059,1071,1
150,1094,1
180,1040,1
1497,1526,1
570,679,0
308,1497,1
488,4544,0
1097,1490,1
510,4552,0
563,1487,1
554,1501,1
3,489,0
382,1499,0
203,1464,1
1518,1523,0
55,4675,0
1053,1067,1
1510,1516,0
1036,1094,1
197,562,1
232,1557,1
205,4135,0
308,1477,0
151,1168,1
552,1567,0
1038,1501,1
477,1064,0
1027,1030,1
1463,4675,0
25,34,1
477,1466,0
554,1038,1
1064,1075,1
1064,1075,1
329,534,1
679,1093,1
561,1504,0
1059,1070,1
1049,1075,1
1590,1596,0
227,573,1
1056,1070,1
1518,1520,1
151,227,0
151,1505,1
59,1050,0
1064,1071,1
24,180,1
187,562,0
3,185,0
28,1501,1
1049,1050,1
56,1510,0
8,1093,1
1066,1075,1
22,28,1
1094,1596,1
577,1091,0
10,224,1
1063,1464,0
180,1036,1
187,378,0
212,1040,0
382,1490,0
224,308,0
493,1075,0
315,1098,0
55,1524,1
205,232,1
1093,1471,0
571,1114,0
216,1053,0
225,4544,0
343,1040,1
1517,4548,0
1490,1525,0
1478,4675,1
222,1596,0
197,1470,0
216,1495,0
189,1065,0
23,329,1
287,1066,0
18,20,1
230,1064,0
1050,1071,1
222,1466,1
538,1098,0
1067,1071,1
1466,1590,0
375,1489,1
19,483,0
205,1059,0
451,538,1
503,4544,0
1030,1042,0
197,216,0
1036,1596,1
17,20,0
212,577,0
1054,1059,1
19,1168,0
34,382,0
561,1168,0
29,4552,0
1069,1075,1
1483,4675,1
8,492,1
20,554,1
552,1054,0
1050,1524,0
567,576,1
230,562,1
300,1503,1
327,328,1
473,1070,0
308,1518,1
8,1063,0
28,32,1
503,563,1
679,1097,1
315,552,1
1050,1054,1
55,171,1
552,1596,0
18,197,0
1054,1597,0
451,1095,0
327,492,0
503,541,0
300,4563,1
375,1489,1
12,573,0
1481,1499,0
1114,1501,0
18,1114,0
1054,1075,1
1504,1505,0
1050,1056,1
189,571,0
43,1461,0
544,1075,0
1045,1054,1
225,1520,1
1049,1050,1
189,1519,1
1065,1066,1
507,1067,0
1510,4532,0
1038,1050,0
1029,1510,0
180,473,1
308,1465,0
301,1119,0
492,1065,0
203,1054,0
19,328,1
12,1098,0
41,563,0
180,225,0
308,1526,1
25,679,1
327,1525,0
308,1516,1
679,1097,1
150,343,1
480,1511,0
222,1064,0
222,1069,0
41,354,0
18,554,1
343,1596,1
22,1501,1
24,180,1
1045,1064,1
34,679,1
224,1523,1
666,1483,0
189,1045,0
1520,1525,1
1049,1054,1
16,1501,1
480,1489,0
164,1053,0
179,686,0
1518,1520,1
1471,1501,0
315,573,0
329,541,1
1053,1064,1
55,577,0
301,1489,0
666,1099,0
1497,1520,1
301,1051,0
225,329,0
32,554,1
43,179,0
29,1090,0
24,562,0
20,232,0
17,327,1
343,1596,1
480,1040,0
1050,1059,1
329,1037,1
541,1037,1
1054,1064,1
1064,1075,1
56,563,0
164,205,0
212,511,1
232,1557,1
22,1501,1
1067,1071,1
12,308,0
203,212,1
40,1516,0
1027,1114,0
203,1114,0
25,489,0
43,171,1
1063,1066,1
6,1096,0
150,180,1
577,578,1
1038,1524,0
40,59,1
12,1501,1
1056,1059,1
16,224,0
16,4563,0
150,4544,0
3,375,0
1056,1064,1
573,1027,0
1049,1069,1
315,1089,1
1464,1490,1
230,561,1
34,1093,1
8,541,0
1049,1056,1
227,230,1
1065,1504,0
1059,4544,0
576,4544,0
1093,1490,1
150,1040,1
1045,1050,1
1069,1075,1
544,1049,0
1517,1518,1
534,1590,1
1065,1067,1
552,1497,0
1471,1502,0
1056,1063,1
1029,1490,0
183,205,1
23,1037,1
315,1477,0
562,1510,0
203,1510,0
179,1063,0
300,307,1
1,1462,0
568,575,1
172,189,0
576,1090,1
1040,1596,1
8,1524,0
1045,1054,1
24,343,1
44,1519,0
17,327,1
14,179,0
354,573,0
19,343,0
1036,1096,0
8,17,0
23,1063,0
570,686,0
25,1093,1
179,541,1
10,1040,0
1054,1059,1
6,1029,0
225,378,0
212,483,1
203,4563,0
32,1038,1
505,538,0
189,378,0
25,1093,1
480,1495,0
216,225,0
313,505,1
1075,1097,0
1114,4563,0
378,1098,1
16,32,1
225,1027,0
29,308,0
1049,1069,1
1053,1054,1
1464,4563,0
308,1517,1
679,1490,1
563,1119,0
43,171,1
4548,4549,1
473,1036,1
568,1090,1
17,22,0
1119,1590,1
44,505,0
14,1038,1
1509,4675,1
1045,1069,1
329,1590,1
570,1071,0
43,1516,0
55,480,0
3,1462,0
43,1045,0
8,1093,1
1,1504,1
3,44,0
1070,4135,0
1063,1069,1
183,232,1
483,1037,0
14,20,1
477,1027,0
563,1487,1
183,205,1
477,1056,0
28,554,1
10,20,0
308,507,0
576,577,1
1497,1518,1
492,1490,1
1049,1059,1
1489,4563,1
18,1526,0
493,503,1
24,1519,0
1067,1075,1
1042,1557,0
1525,4563,0
203,1464,1
1063,1065,1
354,1517,0
1119,1590,1
1066,1069,1
225,1049,0
307,375,1
222,1066,0
1040,4548,0
679,1490,1
1064,1070,1
1516,1526,1
10,1510,1
1051,1054,0
308,378,0
307,1489,1
1476,1483,0
354,4135,0
568,578,1
686,1097,0
43,1476,0
20,1038,1
196,1471,0
17,328,1
189,1525,1
17,19,1
150,1490,0
196,225,0
187,1168,0
1063,1066,1
1054,1069,1
56,1050,0
212,1093,1
224,1523,1
180,343,1
378,567,0
1489,4563,1
679,1093,1
1040,1094,1
212,1516,0
1517,1526,1
567,577,1
55,1524,1
16,577,0
20,1499,0
313,1477,0
313,1070,0
1497,1516,1
20,563,0
10,30,0
14,1051,0
30,538,0
577,1064,0
32,686,0
179,1042,0
315,1505,0
232,1499,0
1036,1505,0
541,1590,1
12,20,1
1050,1464,0
1503,4563,1
189,1525,1
300,1495,0
378,4544,0
189,1525,1
534,1119,1
171,1523,1
189,308,1
1067,1075,1
203,4135,0
8,34,1
375,1465,0
1168,1505,1
55,179,0
197,315,0
329,1119,1
1066,1071,1
492,568,0
212,1490,1
8,492,1
23,343,0
203,1093,1
329,1520,0
1059,1064,1
1483,4675,1
300,1503,1
505,1059,0
1097,1590,0
224,573,0
1059,1067,1
300,1053,0
164,1487,0
1476,1477,1
1516,4563,0
568,570,1
225,1516,1
151,1168,1
197,561,1
8,679,1
679,1490,1
301,493,1
8,34,1
203,1093,1
483,679,1
22,216,0
20,225,0
488,1483,0
1465,1476,0
1051,1557,0
12,1503,0
56,489,0
12,32,1
212,1490,1
511,1596,0
1481,4675,0
473,1094,1
679,1097,1
196,4544,0
1071,1478,0
12,22,1
1044,4563,0
197,562,1
55,1518,0
1050,1064,1
1476,1477,1
1465,1501,0
205,1557,1
308,1516,1
1040,1054,0
22,1501,1
534,1119,1
183,327,0
