dataset1_id,dataset2_id,matching_topic
666,1524,0
561,1094,0
43,1051,0
222,1067,0
483,511,1
56,1490,0
328,1517,0
22,554,1
1037,1119,1
570,1487,0
225,1518,1
552,1054,0
538,1069,0
10,224,1
34,1464,1
354,1567,1
18,1042,1
22,571,0
343,1596,1
164,189,0
575,1090,1
20,1042,1
483,488,0
534,4675,0
541,1462,0
537,1050,0
1520,1590,0
1501,1590,0
232,510,1
308,4675,0
308,503,0
14,29,0
1483,4675,1
1075,1095,0
44,473,0
8,1520,0
483,1518,0
34,505,0
12,16,1
25,1465,0
23,1590,1
561,562,1
552,1590,0
180,1036,1
18,343,0
16,20,1
1051,1516,0
343,1094,1
1037,1590,1
1066,4552,0
1053,1489,0
1066,1067,1
308,1518,1
1519,1520,1
25,1067,0
18,489,0
197,561,1
1037,1478,0
189,1516,1
308,1518,1
300,4563,1
8,554,0
1066,1071,1
1487,4563,0
308,1516,1
28,1075,0
1111,1114,1
224,679,0
1042,1501,1
43,55,1
315,1053,0
29,1067,0
10,55,1
575,1463,0
511,1099,0
211,1045,0
1036,1094,1
511,1098,0
151,511,0
28,1501,1
8,34,1
183,232,1
503,1050,0
12,542,0
301,493,1
20,1097,0
503,1487,1
55,171,1
16,570,0
505,554,0
1067,1071,1
1035,1070,0
492,1490,1
1517,1519,1
568,1090,1
25,1464,1
1050,1063,1
1497,1518,1
12,32,1
483,1045,0
568,576,1
183,1557,1
185,575,0
1049,1063,1
8,1463,0
1045,1075,1
203,1045,0
1042,1596,0
1045,1476,0
224,1524,1
208,1557,0
34,483,1
10,1064,0
1518,1525,1
1042,1063,0
16,1054,0
25,203,1
25,1464,1
534,1119,1
1497,1517,1
552,1059,0
1045,1049,1
354,1045,0
203,511,1
212,1097,1
554,567,0
203,492,1
329,4675,0
542,666,1
1487,1501,0
32,1042,1
1097,1490,1
1053,1059,1
354,1567,1
18,1462,0
1054,1075,1
1037,1097,0
1497,1519,1
1053,1059,1
1045,1070,1
561,573,1
1059,1069,1
1050,1066,1
29,552,0
14,16,1
1059,1070,1
534,541,1
562,1487,0
22,1042,1
492,1490,1
43,224,1
1503,4563,1
224,1523,1
1066,1067,1
151,561,0
225,1523,0
18,28,1
1045,1059,1
544,578,0
1049,1064,1
36,1502,1
511,686,0
1064,1065,1
1464,1502,0
180,1477,0
19,1069,0
6,1042,0
473,1042,0
22,28,1
25,679,1
1063,1075,1
180,1036,1
28,1059,0
23,197,0
12,1042,1
25,1097,1
1519,1596,0
4548,4549,1
164,315,0
537,1066,0
1045,1063,1
1059,1065,1
554,1501,1
25,483,1
3,23,0
1063,4135,0
1045,1054,1
1059,1066,1
224,1523,1
1030,1070,0
23,185,0
216,575,0
1064,1096,0
20,1517,0
8,301,0
32,378,0
554,1501,1
1050,4532,0
3,1481,1
1030,1045,0
1064,1066,1
34,1509,0
232,510,1
208,315,1
227,300,0
8,34,1
28,1524,0
183,1462,0
1050,1066,1
8,203,1
23,534,1
576,1090,1
20,32,1
1503,4549,0
185,300,0
308,561,0
570,1523,0
329,534,1
1476,1477,1
1042,1490,0
568,1054,0
1027,1035,1
232,567,0
43,1524,1
17,180,0
483,1097,1
1045,1069,1
473,1067,0
1114,1516,0
1478,1483,1
483,511,1
208,315,1
34,1071,0
1065,1069,1
14,541,0
1054,1509,0
43,224,1
1509,4675,1
23,1049,0
34,212,1
1053,1114,0
16,32,1
1050,1065,1
1075,1483,0
3,8,0
16,22,1
222,343,0
1050,1064,1
14,568,0
1516,1519,1
378,381,1
1063,1071,1
171,224,1
32,554,1
203,1097,1
492,1071,0
329,1590,1
203,679,1
567,575,1
1461,1502,0
1059,1066,1
1478,4675,1
43,1523,1
567,568,1
20,561,0
212,679,1
308,1168,0
378,1091,1
30,1070,0
196,1490,0
225,1519,1
183,1071,0
492,1502,0
1050,1063,1
541,1037,1
216,573,0
43,1524,1
197,1064,0
224,1525,0
203,483,1
203,1487,0
203,1097,1
1497,1516,1
315,1071,0
34,1053,0
1071,1511,0
12,554,1
1049,1053,1
1090,1489,0
488,1096,1
16,1465,0
1049,1070,1
1518,1525,1
1045,1067,1
14,28,1
12,1470,0
315,1524,0
1050,1053,1
23,189,0
8,511,1
562,573,1
576,578,1
1027,1075,0
313,505,1
171,4532,0
492,679,1
1066,1119,0
483,1075,0
511,570,0
172,567,0
22,1098,0
329,1037,1
287,1063,0
171,1523,1
1064,1075,1
25,55,0
1063,1075,1
1,1504,1
1097,1557,0
28,313,0
313,505,1
1464,1490,1
1042,1517,0
1501,1517,0
1049,1053,1
171,1049,0
16,197,0
225,1518,1
1054,1070,1
1054,1064,1
473,1094,1
1462,1490,0
1040,1596,1
308,1520,1
43,1069,0
150,343,1
25,492,1
18,222,0
197,227,1
511,534,0
1476,1477,1
180,1461,0
1050,1064,1
511,1036,0
1472,1525,0
1045,4563,0
1066,1067,1
12,212,0
10,1523,1
8,1490,1
1036,1094,1
17,1044,0
308,1518,1
1053,1054,1
8,562,0
378,1111,0
1029,1089,0
232,510,1
510,575,0
1516,1525,1
1520,1525,1
1517,1520,1
12,1490,0
12,22,1
43,542,0
203,511,1
1075,1466,0
301,1097,0
32,55,0
1045,1059,1
189,308,1
6,1590,0
189,1095,0
17,227,0
1090,1490,0
197,573,1
197,1059,0
1027,1035,1
544,679,0
1097,1490,1
28,1501,1
8,1075,0
22,1051,0
208,315,1
1520,1525,1
1064,1069,1
197,488,0
1049,1069,1
20,1509,0
171,313,0
561,562,1
23,1590,1
1030,1035,1
14,18,1
1037,1070,0
196,1054,0
224,327,0
208,1516,0
32,1567,0
59,1067,0
189,1519,1
171,4135,0
34,511,1
552,1063,0
1045,1071,1
1053,1059,1
208,1089,1
1066,1071,1
567,4135,0
1053,1059,1
183,492,0
1065,1525,0
1064,1071,1
23,541,1
59,1097,0
16,578,0
17,1066,0
1497,1525,1
575,1091,0
503,1075,0
180,1094,1
1497,1517,1
1070,1168,0
55,224,1
576,578,1
492,4675,0
537,1094,0
1042,1050,0
12,1042,1
1045,1097,0
34,1097,1
203,1051,0
1,22,0
20,1501,1
1064,1525,0
150,1036,1
25,561,0
22,232,0
1483,1509,1
313,4544,0
25,1099,0
1065,1070,1
1065,1067,1
510,568,0
308,1037,0
1476,1477,1
1044,1059,0
1059,1071,1
203,224,0
1053,1075,1
578,1069,0
1049,1069,1
503,1487,1
1063,1067,1
1045,1520,0
511,679,1
25,34,1
1501,1557,0
534,1119,1
16,1495,0
23,329,1
1054,1069,1
1523,1524,1
225,1517,1
327,1501,0
171,1045,0
561,573,1
1063,1071,1
10,1517,0
1059,1065,1
554,1504,0
28,554,1
1069,1471,0
8,180,0
41,171,0
10,1524,1
1053,1067,1
1071,1597,0
18,1596,0
10,1524,1
20,1516,0
36,1497,0
1523,1524,1
10,171,1
25,483,1
189,1520,1
1516,1518,1
216,571,1
483,1490,1
493,1487,1
285,1064,0
1489,1499,0
22,1464,0
1069,1525,0
150,679,0
470,1050,0
483,492,1
301,493,1
308,1517,1
511,1089,0
4548,4549,1
575,1044,0
172,1464,0
308,1525,1
1050,1063,1
534,1590,1
510,1519,0
1054,1066,1
1050,1059,1
307,686,0
1050,1524,0
8,1097,1
554,561,0
187,1040,0
1471,1489,0
1464,1489,0
34,1097,1
576,578,1
578,1090,1
534,1590,1
328,1504,0
18,1464,0
10,43,1
483,511,1
493,534,0
1054,1567,0
343,473,1
534,1478,0
285,679,0
1090,1501,0
1045,1462,0
541,1525,0
493,1119,0
1053,1059,1
554,1042,1
211,378,0
1050,1069,1
25,492,1
576,1027,0
1065,1067,1
12,1114,0
287,1029,0
1091,1487,0
6,1054,0
44,1036,0
473,1596,1
567,575,1
1067,1597,0
1050,1054,1
171,1523,1
571,1059,0
1045,1063,1
43,171,1
1067,1069,1
18,20,1
18,573,0
492,542,0
1071,1094,0
36,1045,0
10,1075,0
16,32,1
1045,1075,1
1071,1075,1
1069,1094,0
308,1517,1
12,1029,0
8,203,1
541,1119,1
227,541,0
197,1557,0
511,1464,1
1067,1071,1
1066,1069,1
18,1472,0
1054,1067,1
1059,1075,1
492,1097,1
183,1557,1
183,1063,0
473,1596,1
1066,1476,0
534,541,1
10,1524,1
1065,1070,1
34,1097,1
55,1050,0
378,1091,1
1066,1071,1
212,1168,0
1069,1070,1
511,1464,1
20,28,1
1066,1497,0
18,20,1
22,4563,0
208,552,1
554,1067,0
1063,1071,1
8,483,1
41,1501,0
1064,1495,0
16,1519,0
1478,1509,1
10,55,1
12,1463,0
216,1517,0
567,573,0
183,534,0
1053,1066,1
208,212,0
28,554,1
25,327,0
554,1030,0
1036,1059,0
1035,1483,0
1489,1503,1
183,1511,0
354,1567,1
534,541,1
18,4534,0
1049,1065,1
343,1596,1
25,212,1
14,1044,0
570,1090,1
1050,1075,1
189,1525,1
1045,1054,1
150,1495,0
575,4552,0
20,25,0
1066,1094,0
308,1096,0
1045,1075,1
180,1045,0
567,1049,0
14,28,1
25,679,1
1037,1590,1
180,1097,0
20,1501,1
1119,1519,0
16,576,0
1483,4675,1
503,578,0
225,1516,1
343,1094,1
150,1037,0
189,308,1
307,1063,0
222,1466,1
150,578,0
1069,1490,0
1054,1064,1
227,1075,0
552,1567,0
1042,1054,0
16,25,0
211,1067,0
343,1045,0
308,1523,0
483,1490,1
203,1471,0
1050,1059,1
183,510,1
23,1037,1
32,1481,0
1054,1070,1
1119,1497,0
34,492,1
203,1490,1
28,1495,0
493,503,1
28,554,1
212,492,1
16,1483,0
1054,1071,1
19,1059,0
1481,1516,0
1091,1098,1
1476,1516,0
197,561,1
507,1090,0
197,554,0
1499,1501,0
492,1478,0
1065,1067,1
224,287,0
12,22,1
1478,1509,1
30,679,0
1049,1597,0
1049,1090,0
1069,1114,0
34,227,0
34,679,1
1049,1489,0
12,1059,0
43,1523,1
30,328,0
10,43,1
492,1490,1
568,1090,1
16,28,1
32,211,0
12,1501,1
25,1503,0
1053,1070,1
1119,1481,0
34,483,1
1517,1518,1
381,1497,0
285,1066,0
1045,1049,1
6,1063,0
451,1520,0
1497,1517,1
19,327,1
19,378,0
483,1464,1
171,1523,1
573,1063,0
287,1471,0
480,567,0
18,22,1
1114,1519,0
492,1509,0
1490,4548,0
1516,1520,1
1053,1054,1
25,4532,0
1066,1070,1
537,1487,0
554,1063,0
313,505,1
227,561,1
12,1557,0
1063,1064,1
14,503,0
34,1463,0
151,1054,0
511,1097,1
1483,4675,1
19,327,1
1042,1501,1
172,180,0
315,1461,0
492,1069,0
329,534,1
575,1071,0
171,666,0
225,568,0
12,22,1
225,1519,1
327,1500,0
22,554,1
203,1461,0
25,328,0
1064,1465,0
1045,1053,1
225,315,0
1063,1065,1
44,1059,0
1044,1071,0
18,287,0
1489,4563,1
8,679,1
554,1098,0
1478,1483,1
18,1501,1
17,1045,0
1064,1066,1
1095,1596,0
307,1042,0
18,1520,0
534,686,0
1050,1053,1
185,1036,0
1036,1596,1
212,552,0
18,354,0
1037,1481,0
18,1501,1
14,1501,1
576,4549,0
36,554,0
1029,1094,0
28,1501,1
1054,1059,1
1065,1075,1
1054,4548,0
483,511,1
542,1524,0
1111,1114,1
1499,1516,0
492,679,1
14,197,0
1065,1071,1
378,511,0
32,554,1
287,1070,0
1064,1067,1
