dataset1_id,dataset2_id,matching_topic
216,300,0
25,511,1
151,1168,1
1051,1501,0
492,1490,1
328,329,0
679,1093,1
40,1119,0
1045,1463,0
189,225,1
510,1066,0
1059,1098,0
16,1027,0
343,542,0
28,1500,0
1045,1054,1
507,1056,0
343,4675,0
1049,1466,0
232,510,1
212,511,1
578,4548,0
1510,1523,1
227,666,0
1045,1059,1
225,1518,1
571,1523,0
578,1524,0
211,1483,0
28,203,0
1049,1066,1
1059,1070,1
180,4532,0
1489,4563,1
12,1038,1
1056,1067,1
230,562,1
25,212,1
1036,1596,1
1049,1114,0
1054,1059,1
510,1064,0
570,1090,1
1516,1517,1
1066,1067,1
1064,1114,0
1524,1567,0
227,1518,0
343,1040,1
25,1502,0
576,578,1
16,28,1
59,171,0
171,679,0
1045,1093,0
570,679,0
473,1075,0
1483,1509,1
10,56,0
20,25,0
1050,1066,1
1045,1066,1
225,1597,0
1045,1050,1
28,503,0
227,542,0
179,212,0
179,1590,1
22,216,0
208,552,1
43,1524,1
1069,1090,0
225,1036,0
187,287,1
171,1524,1
343,1036,1
150,212,0
43,1510,1
225,1518,1
8,679,1
542,1066,0
1030,1035,1
203,492,1
6,43,0
164,1066,0
34,208,0
23,1070,0
1059,1526,0
329,1037,1
1,1504,1
1049,1050,1
32,1567,0
451,1518,0
315,1097,0
22,511,0
17,1505,0
43,1524,1
55,1510,1
1050,1466,0
1042,1487,0
23,1472,0
1509,1519,0
1059,1091,0
20,1478,0
32,578,0
1069,4563,0
1487,1520,0
1027,1044,0
470,1097,0
230,287,0
537,1042,0
32,308,0
225,1520,1
1063,1502,0
561,1065,0
189,1045,0
1517,1518,1
534,1037,1
1035,1497,0
1069,1071,1
16,211,0
212,1097,1
1070,1075,1
150,1036,1
18,1471,0
679,1567,0
1523,1524,1
24,4532,0
189,552,0
16,1070,0
378,1091,1
1509,4675,1
1517,1518,1
151,1490,0
179,534,1
1036,1040,1
6,1038,0
22,1596,0
150,1040,1
12,22,1
1067,1069,1
1045,1054,1
571,1520,0
25,1495,0
1064,1066,1
230,301,0
