dataset1_id,dataset2_id,matching_topic
1070,1075,1
473,666,0
23,329,1
1050,1069,1
308,329,0
1038,1095,0
212,4552,0
493,4563,0
488,1036,0
208,4675,0
1516,1526,1
150,227,0
1093,1466,0
554,1481,0
1516,1526,1
180,473,1
313,505,1
24,4532,0
1,16,0
23,329,1
1476,1477,1
300,573,0
1111,1114,1
183,1465,0
1168,1516,0
1059,1070,1
1049,1054,1
32,1049,0
480,679,0
180,343,1
25,212,1
562,1481,0
222,1466,1
1050,1056,1
1045,1099,0
1463,4552,0
171,492,0
1042,1501,1
679,1097,1
1045,1049,1
23,1119,1
1067,1070,1
573,679,0
315,552,1
489,577,0
1094,1470,0
44,1095,0
308,1504,0
1518,1526,1
24,542,0
3,34,0
225,1501,0
24,1036,1
552,1567,0
44,1597,0
575,578,1
381,1056,0
180,1040,1
1509,4675,1
285,1067,0
203,1096,0
183,381,0
150,343,1
1030,1035,1
23,1119,1
225,1519,1
1499,1501,0
1065,1070,1
222,1114,0
203,208,0
492,568,0
12,554,1
568,1030,0
180,1036,1
1067,1075,1
20,1481,0
32,36,0
25,679,1
59,1590,0
1096,1168,0
343,1490,0
301,1516,0
307,567,0
534,1119,1
34,1093,1
1045,1070,1
1168,1483,0
554,1038,1
208,552,1
1040,1094,1
1111,1524,0
1029,1502,0
1030,1035,1
307,1089,0
41,552,0
205,1070,0
570,575,1
511,1520,0
568,577,1
507,666,0
1063,1070,1
32,489,0
1517,1590,0
1503,4563,1
211,354,0
679,1097,1
483,1097,1
12,1038,1
542,1075,0
301,470,0
534,1590,1
44,477,0
180,1094,1
1054,1065,1
562,1490,0
1054,1059,1
570,1168,0
20,1038,1
575,1090,1
196,354,0
24,1499,0
354,1029,0
451,538,1
554,577,0
1054,1075,1
1063,1064,1
1465,1499,0
343,1036,1
382,1597,0
41,573,0
34,1490,1
538,568,0
10,55,1
1059,1064,1
36,507,0
197,1045,0
1050,1477,0
327,1510,0
483,679,1
1051,1053,0
567,1090,1
1168,1505,1
197,542,0
18,1510,0
59,1098,0
18,32,1
483,492,1
28,1501,1
212,1490,1
343,1040,1
510,567,0
197,230,1
1053,1063,1
287,1095,1
1478,4675,1
3,1481,1
1045,1065,1
473,1067,0
203,1059,0
23,1119,1
10,1524,1
227,230,1
507,1509,0
56,1567,0
493,563,1
666,4552,0
1518,1526,1
230,562,1
189,1520,1
203,483,1
552,1069,0
1049,1462,0
1069,4532,0
8,34,1
534,1590,1
1050,1056,1
1049,1054,1
542,554,0
179,1049,0
203,1097,1
185,534,0
300,4563,1
1049,1070,1
34,511,1
577,1090,1
151,1505,1
212,511,1
25,511,1
197,208,0
679,1490,1
1045,1067,1
1027,1065,0
196,503,0
34,1477,0
225,1478,0
1516,1520,1
205,563,0
1045,1059,1
1050,1067,1
18,43,0
25,1490,1
212,679,1
23,308,0
488,1090,0
230,1524,0
55,507,0
1044,1090,0
301,493,1
329,563,0
23,329,1
28,32,1
56,477,1
1597,4532,0
1045,1054,1
308,1520,1
16,1501,1
208,315,1
20,1064,0
382,1027,0
313,573,0
227,230,1
1517,1520,1
227,573,1
150,180,1
343,4534,0
183,205,1
1050,1065,1
151,1505,1
1049,1066,1
150,197,0
205,1466,0
30,544,0
1045,1065,1
28,554,1
230,1517,0
1038,1471,0
1049,1050,1
41,187,0
20,1042,1
43,1461,0
568,577,1
563,1094,0
10,1045,0
203,492,1
1045,1505,0
1478,1509,1
492,511,1
227,230,1
205,511,0
185,1029,0
679,1097,1
230,562,1
1091,1477,0
1099,1499,0
203,1093,1
205,1557,1
1119,1510,0
25,492,1
17,537,0
225,1518,1
1045,1053,1
328,571,0
285,679,0
1501,1509,0
59,1044,0
225,1516,1
20,554,1
203,679,1
203,483,1
567,1090,1
477,4549,0
666,1500,0
1066,1503,0
25,492,1
22,1501,1
1049,1063,1
1471,4563,0
189,1518,1
483,1093,1
578,1096,0
25,1490,1
171,307,0
1064,1067,1
22,1466,0
197,227,1
1495,1502,0
1054,1098,0
1489,1503,1
1075,1503,0
224,1510,1
343,1040,1
1168,1505,1
573,1490,0
19,1036,0
1099,1502,0
1027,1030,1
16,568,0
1098,1099,0
164,1489,0
19,328,1
17,328,1
8,203,1
568,570,1
23,1590,1
12,1042,1
183,1557,1
1050,1069,1
1056,1065,1
300,307,1
22,473,0
1497,1516,1
511,1094,0
1059,1067,1
1059,1067,1
4544,4552,1
20,28,1
679,1490,1
1053,1075,1
1066,1069,1
307,328,0
315,1063,0
1497,1517,1
1111,1470,0
1064,1065,1
329,1027,0
20,211,0
1478,1495,0
554,1038,1
1045,1064,1
554,1042,1
212,492,1
1054,1059,1
189,1526,1
473,1040,1
150,1036,1
6,480,0
483,1036,0
227,1042,0
36,1517,0
212,1095,0
1520,4552,0
185,1478,0
55,570,0
1,1059,0
1463,4563,0
315,552,1
1050,1065,1
32,1038,1
164,570,0
