dataset1_id,dataset2_id,matching_topic
1518,1526,1
1053,1501,0
1053,1066,1
172,577,0
1075,4563,0
307,328,0
576,1037,0
232,1070,0
189,1526,1
1038,1462,0
1054,1063,1
19,179,0
1053,1070,1
180,1596,1
488,1053,0
28,1477,0
183,1042,0
308,1516,1
343,1029,0
20,554,1
1097,1517,0
343,1596,1
180,1466,0
511,1490,1
8,1097,1
32,451,0
300,1070,0
1040,1596,1
34,1499,0
308,1518,1
492,567,0
1510,1524,1
354,562,0
1050,1053,1
222,1524,0
1053,1059,1
25,483,1
20,480,0
16,554,1
18,1502,0
14,32,1
227,1054,0
307,1497,0
477,1037,0
43,1509,0
8,150,0
55,1462,0
1069,1070,1
189,1517,1
43,538,0
308,1520,1
1059,1071,1
150,1523,0
343,1596,1
554,1042,1
492,1049,0
1517,1525,1
224,1091,0
542,1497,0
1465,1524,0
561,573,1
1050,1056,1
562,1069,0
230,573,1
1050,1069,1
222,562,0
43,224,1
14,1042,1
576,666,0
308,1037,0
315,1045,0
224,1518,0
1053,1064,1
1064,1066,1
343,1094,1
55,1037,0
1516,1526,1
36,308,0
171,541,0
43,1510,1
32,489,0
56,1037,0
1064,1597,0
180,1094,1
179,1119,1
1054,1111,0
511,1093,1
189,1526,1
570,1067,0
1516,1525,1
307,1597,0
1054,1096,0
568,4549,0
1053,1056,1
1094,1596,1
16,1042,1
483,1501,0
1063,1070,1
1516,1517,1
224,1510,1
230,1114,0
187,1517,0
343,1036,1
41,570,0
554,1501,1
1520,1525,1
32,56,0
212,1464,1
576,1071,0
568,576,1
1042,1501,1
483,1059,0
227,562,1
212,483,1
307,1502,0
8,1093,1
23,1050,0
185,575,0
562,576,0
179,1037,1
230,505,0
25,1097,1
230,562,1
36,1590,0
203,1464,1
483,1098,0
1119,1520,0
25,222,0
8,203,1
300,1520,0
1050,1053,1
1066,1071,1
451,1503,0
1045,1053,1
32,1038,1
20,1038,1
307,1044,0
1510,1523,1
14,554,1
24,1040,1
22,28,1
327,541,0
562,1526,0
25,34,1
1049,1050,1
1119,1590,1
1037,1464,0
171,1098,0
224,1030,0
1066,1071,1
541,1037,1
16,1042,1
307,1500,0
164,1067,0
1510,1523,1
1,1093,0
205,577,0
23,541,1
1045,1071,1
23,1523,0
308,1027,0
1049,1518,0
28,44,0
180,1094,1
8,483,1
1050,1067,1
179,1503,0
1056,1503,0
25,212,1
28,1036,0
179,4544,0
576,1090,1
488,1045,0
222,1050,0
43,1520,0
1037,1590,1
150,343,1
1476,1520,0
14,1038,1
1075,4534,0
1069,1071,1
1067,1075,1
554,1038,1
541,4544,0
1505,1523,0
8,511,1
25,1490,1
189,1497,1
32,1501,1
554,4675,0
1464,1490,1
1517,1518,1
8,212,1
224,1064,0
568,1523,0
1054,1075,1
34,1027,0
568,1470,0
570,575,1
1049,1066,1
375,534,0
1045,1049,1
19,1526,0
544,1050,0
18,1500,0
1119,1466,0
18,1516,0
1497,1526,1
489,568,0
212,511,1
492,1490,1
20,1501,1
561,571,0
230,573,1
534,1029,0
1,1119,0
1071,1509,0
224,561,0
1517,1520,1
1064,1093,0
14,230,0
507,567,0
230,1089,0
307,4563,1
568,576,1
25,29,0
300,1501,0
1045,1054,1
189,1516,1
1045,1054,1
1093,1097,1
14,16,1
189,1520,1
16,28,1
480,568,0
1038,1501,1
1070,1071,1
568,1487,0
3,1075,0
1093,1464,1
171,224,1
343,1037,0
30,1097,0
183,534,0
55,571,0
1059,1075,1
1029,1040,0
575,577,1
18,1038,1
150,1036,1
1036,1090,0
20,32,1
1097,1464,1
1045,1053,1
576,1500,0
189,1465,0
179,1119,1
1470,1518,0
328,1520,0
1066,1075,1
34,492,1
18,20,1
25,1114,0
22,1042,1
18,354,0
59,1464,0
1518,4552,0
382,1036,0
568,575,1
25,1093,1
1516,1518,1
22,1038,1
14,18,1
1066,1075,1
477,1094,0
503,4563,0
16,1038,1
34,492,1
1091,1510,0
492,1509,0
554,1042,1
470,1516,0
1097,1490,1
23,470,0
227,1466,0
1053,1067,1
185,1518,0
307,552,0
541,1526,0
43,470,0
1037,1097,0
541,1114,0
1497,1516,1
1063,1075,1
30,1059,0
1045,1075,1
492,1059,0
28,554,1
180,1036,1
1518,1597,0
150,1040,1
503,1038,0
23,1037,1
573,1490,0
1066,1069,1
187,1490,0
43,1523,1
561,573,1
36,1490,0
8,1071,0
1503,1524,0
179,180,0
203,1464,1
1067,1520,0
1075,1523,0
1070,1075,1
492,511,1
1503,4544,0
180,1040,1
1511,1517,0
451,561,0
1045,1050,1
18,32,1
554,1038,1
534,1119,1
568,577,1
16,1487,0
212,511,1
1045,1056,1
20,1464,0
18,28,1
8,1518,0
24,1525,0
212,1093,1
41,1070,0
230,1476,0
171,1067,0
1091,1097,0
34,686,0
1054,1066,1
1053,1063,1
1510,4549,0
1059,1069,1
1049,1070,1
18,554,1
1045,1483,0
1049,1071,1
1063,1071,1
14,211,0
1064,1071,1
313,1067,0
1038,1526,0
216,224,0
1050,1070,1
205,1053,0
375,1511,0
20,28,1
22,554,1
1461,1524,0
16,22,1
212,1499,0
537,1064,0
28,180,0
488,1097,0
34,511,1
477,1071,0
1567,1590,0
43,1510,1
1049,1054,1
24,1094,1
567,570,1
232,1501,0
17,1059,0
1089,1525,0
327,573,0
1503,4563,1
179,534,1
1093,1490,1
308,1525,1
16,32,1
14,563,0
18,1049,0
1053,1067,1
189,1517,1
1050,1064,1
55,1504,0
285,534,0
534,1119,1
375,1503,1
34,1483,0
313,4563,0
1054,1063,1
14,1501,1
43,55,1
300,307,1
22,542,0
18,1042,1
308,1517,1
1040,1590,0
18,1038,1
36,570,0
16,20,1
544,1523,0
150,1596,1
203,492,1
503,1520,0
1064,1070,1
1067,1069,1
1497,1518,1
1049,1505,0
542,1590,0
1054,1059,1
1038,1069,0
8,1029,0
1094,1596,1
196,375,0
1049,1054,1
225,1526,1
24,1036,1
55,224,1
29,55,0
1063,1070,1
1050,1059,1
300,577,0
14,1038,1
179,534,1
43,179,0
1054,1071,1
14,22,1
1063,1066,1
172,203,0
1093,1490,1
1064,1075,1
1516,1517,1
554,1050,0
1097,1490,1
8,542,0
562,573,1
1517,1520,1
55,381,0
164,1036,0
203,1483,0
300,1487,0
24,150,1
28,41,0
568,1095,0
20,1038,1
1054,1056,1
1040,1094,1
561,1590,0
20,22,1
1053,1075,1
171,1510,1
14,489,0
1056,1071,1
1029,1036,0
16,22,1
1056,1066,1
1510,1524,1
208,1036,0
23,541,1
225,1497,1
483,1478,0
1059,1063,1
1059,1064,1
18,493,0
196,300,0
308,1090,0
55,224,1
1045,1064,1
1168,1510,0
571,1497,0
1059,1517,0
1069,1090,0
492,1063,0
196,308,0
43,171,1
1056,1067,1
1069,1075,1
196,1054,0
212,493,0
534,1099,0
19,300,0
1,180,0
34,1464,1
32,554,1
41,1517,0
224,1168,0
212,1490,1
56,1119,0
483,1097,1
1050,1071,1
1050,1495,0
23,1590,1
1054,1070,1
1520,1596,0
227,308,0
343,538,0
511,1064,0
1049,1099,0
1040,1596,1
567,568,1
44,171,0
172,573,0
171,4135,0
24,180,1
20,28,1
1050,1054,1
1054,1069,1
375,493,0
55,1478,0
183,1069,0
1597,4563,0
28,1066,0
534,1590,1
1516,1520,1
492,1464,1
575,576,1
25,1097,1
189,308,1
1075,1472,0
14,313,0
505,1510,0
180,686,0
1059,1071,1
14,32,1
1097,1464,1
18,22,1
1050,1069,1
32,488,0
534,1526,0
307,4563,1
172,1523,0
1059,1066,1
1524,4532,0
1069,4675,0
25,354,0
567,1505,0
6,32,0
568,570,1
1093,1464,1
30,224,0
150,180,1
18,554,1
55,1524,1
1037,1590,1
567,1075,0
570,576,1
300,1476,0
554,1059,0
1036,1487,0
171,1510,1
8,571,0
1050,1063,1
20,1478,0
16,18,1
230,561,1
538,1069,0
1063,1075,1
34,212,1
507,1045,0
59,212,0
212,1464,1
20,1042,1
1497,1517,1
1050,4563,0
1036,1596,1
1075,1596,0
8,382,0
25,1464,1
32,1089,0
1045,1049,1
308,1517,1
43,4563,0
43,1523,1
189,537,0
17,212,0
24,150,1
8,563,0
1071,1075,1
307,375,1
492,1089,0
477,1490,0
230,1483,0
534,4544,0
16,164,0
189,225,1
1462,1497,0
1471,1526,0
225,1036,0
1049,1053,1
25,511,1
1050,1516,0
375,1075,0
1045,1064,1
492,538,0
179,378,0
8,1093,1
575,1089,0
1054,1070,1
34,1517,0
313,1071,0
1036,1094,1
150,179,0
577,1090,1
1517,1525,1
55,1099,0
171,544,0
30,511,0
567,576,1
1516,1518,1
1064,1499,0
300,4563,1
16,1501,1
1516,1526,1
1059,1500,0
541,1119,1
34,1038,0
561,562,1
1045,1070,1
208,1524,0
534,541,1
150,1094,1
14,44,0
189,378,0
1497,4563,0
180,1045,0
1030,1526,0
567,570,1
203,483,1
308,1487,0
483,1111,0
43,171,1
488,511,0
41,567,0
196,1066,0
561,562,1
571,1093,0
1040,1114,0
22,554,1
8,492,1
18,1501,1
1049,1075,1
1059,1064,1
1069,1472,0
511,1054,0
189,1520,1
1056,1069,1
480,1090,0
1096,1516,0
554,4532,0
1050,1070,1
212,492,1
552,1053,0
666,4563,0
1063,1066,1
1463,1523,0
14,20,1
23,56,0
1036,1040,1
1056,1063,1
492,511,1
23,534,1
32,378,0
1497,1499,0
24,171,0
183,1093,0
308,1520,1
451,1053,0
552,1094,0
1040,1071,0
534,1462,0
185,1064,0
171,1523,1
150,1094,1
16,32,1
150,180,1
20,1056,0
343,4544,0
1045,1067,1
1053,1461,0
534,1590,1
567,1098,0
308,470,0
8,307,0
19,227,0
28,1501,1
225,1525,1
25,1464,1
375,1470,0
544,576,0
203,563,0
14,28,1
1056,1069,1
25,666,0
511,1051,0
492,1097,1
1053,1064,1
230,1069,0
1049,1495,0
1071,1526,0
1036,1503,0
541,1590,1
1064,1069,1
1054,1093,0
