dataset1_id,dataset2_id,matching_topic
575,1059,0
1497,1518,1
6,327,0
150,1596,1
534,1037,1
14,18,1
301,1487,1
43,1071,0
1097,1499,0
187,287,1
301,1499,0
150,1596,1
212,1097,1
185,1590,0
18,1501,1
1520,1597,0
1050,1066,1
307,375,1
343,1094,1
22,1093,0
14,1042,1
43,1510,1
1070,1470,0
24,1036,1
183,1042,0
313,505,1
203,212,1
208,315,1
36,473,0
473,1111,0
1035,4675,0
301,1471,0
8,492,1
24,313,0
492,1097,1
1030,1517,0
489,1500,0
24,1036,1
183,205,1
1519,1525,1
203,1093,1
1037,1476,0
308,1517,1
40,59,1
1510,1523,1
488,1096,1
568,575,1
1027,1045,0
313,1071,0
41,1089,0
212,307,0
568,1114,0
20,1042,1
477,1483,0
56,1090,0
43,224,1
679,1500,0
1059,1075,1
22,1501,1
511,679,1
205,232,1
1519,1520,1
230,573,1
307,1503,1
307,375,1
544,1051,0
577,578,1
227,573,1
179,1483,0
451,538,1
212,1464,1
1465,4675,0
227,573,1
473,534,0
189,1497,1
1070,1517,0
14,1501,1
561,562,1
1071,1557,0
203,1093,1
1063,1065,1
227,230,1
329,534,1
203,1464,1
150,1511,0
30,562,0
308,473,0
14,1472,0
25,1089,0
208,1089,1
285,1518,0
222,1462,0
1064,1066,1
1030,1090,0
451,493,0
41,196,0
4135,4549,0
354,1462,0
172,300,0
189,1525,1
24,1094,1
41,225,0
56,1505,0
679,1464,1
203,1464,1
205,1065,0
300,4563,1
483,492,1
1064,1066,1
212,679,1
505,1056,0
1063,1069,1
6,1516,0
171,308,0
216,538,0
10,308,0
12,20,1
227,561,1
1465,1509,0
171,493,0
22,1035,0
59,4563,0
1054,1070,1
1045,1520,0
227,1049,0
232,1051,0
22,164,0
216,577,0
224,1524,1
477,1509,0
1056,1065,1
212,679,1
17,4549,0
34,542,0
1049,1066,1
59,287,0
1050,1463,0
554,1042,1
225,1519,1
1063,1093,0
477,1590,0
36,1557,0
1038,1042,1
1,1099,0
1504,1524,0
1064,1067,1
212,1040,0
189,313,0
1597,4532,0
1064,1066,1
1056,1075,1
1049,1064,1
232,1557,1
1516,1517,1
538,1037,0
225,1497,1
203,1464,1
28,1050,0
1071,1497,0
1054,1071,1
34,1049,0
1471,1477,0
375,1523,0
483,538,0
23,1035,0
212,483,1
203,492,1
542,1054,0
179,285,0
8,1093,1
232,1054,0
41,1091,0
568,1466,0
1042,1481,0
492,1097,1
