dataset1_id,dataset2_id,matching_topic
541,1096,0
1489,4563,1
1525,1526,1
12,1501,1
544,4563,0
1,1029,0
59,1030,0
378,1030,0
1054,1070,1
287,679,0
308,1525,1
562,573,1
1483,1517,0
308,1462,0
1050,1065,1
488,538,0
1064,1070,1
179,541,1
1518,1519,1
1,1499,0
150,225,0
483,511,1
8,511,1
1094,1099,0
205,1557,1
554,1511,0
1056,1071,1
203,1490,1
197,1114,0
8,679,1
43,451,0
343,1030,0
1097,1464,1
1042,1094,0
211,505,0
483,511,1
1065,1071,1
12,1051,0
3,1065,0
679,1490,1
59,185,0
1111,1489,0
563,1463,0
34,1466,0
14,1472,0
19,328,1
1045,1050,1
1045,1066,1
28,1111,0
34,1490,1
1,8,0
197,1071,0
1089,4544,0
14,16,1
1520,1525,1
224,343,0
563,1063,0
216,1490,0
8,1490,1
16,1466,0
17,542,0
1516,1518,1
308,1519,1
1497,1516,1
151,1463,0
28,1501,1
14,1501,1
180,308,0
32,381,0
554,1042,1
1065,1075,1
1525,1526,1
208,489,0
1054,1065,1
32,554,1
230,1093,0
1478,1483,1
679,1520,0
185,1518,0
1069,1070,1
12,28,1
14,1501,1
1476,1500,0
1054,1067,1
554,1463,0
1465,1523,0
1525,1526,1
205,510,1
16,554,1
1519,1526,1
510,1037,0
56,477,1
41,196,0
43,59,0
24,1040,1
1,1075,0
197,561,1
205,1168,0
561,575,0
6,36,0
1065,1069,1
1478,1483,1
171,1523,1
1517,1519,1
59,4534,0
542,1097,0
563,1049,0
511,1097,1
44,1093,0
554,1097,0
488,537,0
225,1519,1
205,510,1
1,1098,0
14,1096,0
24,1036,1
1489,4563,1
10,222,0
18,554,1
568,1090,1
503,1526,0
1045,1500,0
287,1075,0
1070,1590,0
1066,1067,1
28,32,1
1483,1500,0
16,554,1
25,203,1
1053,1065,1
25,1464,1
23,1054,0
1067,1502,0
1168,1466,0
203,4552,0
308,1525,1
1517,1526,1
1478,1483,1
510,1557,1
378,1495,0
1464,1490,1
211,1471,0
212,1053,0
19,179,0
541,1590,1
552,1089,1
8,1490,1
308,1497,1
381,4552,0
1064,1075,1
1518,1526,1
12,32,1
1502,1505,0
19,224,0
225,378,0
196,287,0
1050,1518,0
32,1501,1
1040,1094,1
679,1464,1
16,1517,0
185,483,0
568,575,1
534,537,0
4548,4549,1
3,1461,0
315,1044,0
1066,1466,0
544,4548,0
1067,1470,0
1064,1071,1
17,1478,0
23,1590,1
1516,1520,1
473,1094,1
1053,1071,1
20,554,1
24,473,1
575,577,1
34,43,0
308,1524,0
19,381,0
1517,4563,0
196,573,0
19,571,0
1516,1525,1
172,1511,0
30,1519,0
14,1038,1
1056,1067,1
18,32,1
25,328,0
1500,4534,0
34,203,1
534,1464,0
19,1477,0
212,483,1
17,1044,0
1063,1069,1
1070,1071,1
343,1040,1
36,567,0
473,1040,1
216,1526,0
1042,1044,0
12,1027,0
473,1495,0
1094,1557,0
1049,1050,1
679,1464,1
343,1067,0
25,212,1
308,1525,1
567,1477,0
232,4563,0
541,1504,0
1517,1520,1
20,211,0
534,1462,0
1050,1495,0
686,1477,0
1466,1525,0
8,1093,1
6,1030,0
327,1065,0
