dataset1_id,dataset2_id,matching_topic
1040,1471,0
20,179,0
17,1059,0
1064,1067,1
225,1525,1
544,1029,0
208,315,1
34,483,1
23,567,0
1053,1063,1
225,1497,1
55,1476,0
1,1098,0
216,4532,0
189,1497,1
483,492,1
203,1490,1
301,1035,0
544,567,0
1089,1523,0
17,1030,0
567,575,1
16,18,1
12,16,1
1524,1526,0
1489,1503,1
1089,1597,0
8,1168,0
55,573,0
225,1516,1
1038,1497,0
578,1090,1
1063,1066,1
22,375,0
1067,4548,0
285,1045,0
34,1487,0
22,576,0
577,1099,0
3,1481,1
1063,1065,1
189,308,1
1056,1067,1
171,1523,1
327,328,1
1516,1526,1
567,577,1
189,1049,0
43,55,1
534,576,0
575,576,1
510,1557,1
343,489,0
20,32,1
185,573,0
451,1464,0
40,552,0
451,538,1
34,1464,1
189,327,0
18,225,0
552,578,0
8,470,0
55,1523,1
679,1093,1
22,554,1
16,1027,0
211,1483,0
25,679,1
1478,1526,0
19,375,0
537,1462,0
1,1504,1
489,1090,0
686,1049,0
473,1094,1
562,1590,0
510,1054,0
1036,1525,0
18,4534,0
25,1490,1
16,32,1
544,1476,0
308,1517,1
32,44,0
492,1075,0
329,451,0
354,1489,0
1517,1519,1
571,1114,0
205,1526,0
1045,1075,1
203,1093,1
1050,1075,1
1,1051,0
14,16,1
1517,1526,1
1050,1070,1
8,1478,0
1050,1063,1
470,1067,0
329,541,1
480,1472,0
1035,1037,0
1045,1059,1
203,301,0
18,1098,0
578,1499,0
343,552,0
212,480,0
1487,1557,0
12,1501,1
20,4135,0
32,1501,1
212,1464,1
222,544,0
164,1096,0
541,1093,0
8,477,0
23,541,1
203,571,0
1027,1035,1
216,493,0
1053,1067,1
1095,1114,0
489,573,0
1093,1518,0
1461,1516,0
180,492,0
575,577,1
308,1519,1
25,488,0
1027,1030,1
8,203,1
1497,1520,1
300,381,0
1049,1070,1
329,1037,1
300,1489,1
570,576,1
197,573,1
541,1119,1
8,183,0
32,554,1
570,578,1
40,328,0
25,511,1
211,1465,0
212,1064,0
1044,1075,0
40,567,0
577,578,1
34,1497,0
1053,1054,1
28,554,1
570,1090,1
1516,1518,1
1505,4549,0
1053,1059,1
307,1503,1
29,329,0
534,1470,0
1111,1114,1
1065,1075,1
14,1501,1
8,34,1
315,552,1
43,1056,0
576,578,1
473,1036,1
224,4548,0
30,56,0
59,1476,0
470,1464,0
570,1071,0
1502,1520,0
1037,1059,0
28,1501,1
185,1045,0
1096,1526,0
197,1524,0
1,567,0
562,573,1
6,492,0
225,1520,1
1472,1495,0
28,1490,0
567,578,1
196,1478,0
1511,4563,0
216,576,0
8,679,1
378,1501,0
1502,1596,0
225,1519,1
511,1490,1
1049,1065,1
537,1499,0
20,1501,1
1483,1510,0
343,354,0
25,492,1
561,686,0
180,1524,0
492,1464,1
14,562,0
43,1524,1
150,343,1
1070,1075,1
301,1487,1
185,315,0
19,179,0
1523,1524,1
492,1490,1
171,571,0
150,1036,1
203,577,0
43,488,0
313,505,1
1470,1490,0
1,1465,0
8,212,1
18,554,1
1519,1525,1
211,1114,0
196,1504,0
541,4563,0
313,4548,0
183,510,1
1520,1525,1
150,1596,1
3,1523,0
25,1093,1
510,511,0
22,1462,0
23,1037,1
8,511,1
1049,1064,1
203,483,1
1509,4675,1
1497,1517,1
171,488,0
679,1481,0
10,171,1
1099,1520,0
183,232,1
315,507,0
183,1557,1
563,1499,0
24,1097,0
