dataset1_id,dataset2_id,matching_topic
187,1093,0
575,576,1
14,538,0
538,554,0
20,32,1
477,1490,0
538,1465,0
203,679,1
679,1097,1
12,1069,0
20,1472,0
378,1091,1
28,59,0
187,1056,0
1478,1509,1
541,1510,0
34,511,1
171,4135,0
1030,1489,0
224,4532,0
23,43,0
329,1119,1
567,575,1
1097,1526,0
315,552,1
470,1059,0
18,1501,1
208,382,0
10,43,1
315,1090,0
1505,4549,0
343,1053,0
315,1056,0
179,666,0
18,20,1
1045,1481,0
20,22,1
211,679,0
561,1064,0
570,679,0
36,1502,1
10,1464,0
59,679,0
43,1523,1
179,483,0
1093,1464,1
473,1067,0
343,1040,1
189,1526,1
1049,1054,1
1516,1525,1
180,375,0
451,538,1
1511,1526,0
1466,1557,0
493,503,1
1064,1091,0
203,1093,1
576,578,1
203,483,1
8,378,0
1042,1049,0
1049,1064,1
24,1497,0
14,1042,1
36,183,0
36,308,0
22,563,0
1049,1069,1
22,225,0
483,1464,1
1049,1067,1
534,1050,0
25,34,1
343,1069,0
1054,1065,1
1054,1066,1
1059,1067,1
1,43,0
473,1596,1
150,561,0
1089,1517,0
563,1049,0
570,578,1
225,1066,0
493,563,1
554,1526,0
180,477,0
308,1516,1
56,4532,0
1050,1067,1
232,1557,1
12,28,1
561,562,1
541,1590,1
189,1497,1
179,1119,1
16,1478,0
1525,1526,1
1054,1503,0
16,554,1
1509,4675,1
382,1064,0
43,1524,1
189,1518,1
505,1065,0
1064,1070,1
22,554,1
179,534,1
489,1596,0
1,1504,1
189,1050,0
1505,4563,0
212,1093,1
189,1517,1
189,225,1
1075,4548,0
505,1477,0
25,1069,0
1049,1071,1
329,541,1
171,315,0
10,224,1
203,511,1
578,1066,0
12,1596,0
1054,1065,1
511,544,0
285,567,0
14,18,1
577,1090,1
16,328,0
34,1097,1
208,1067,0
34,576,0
578,1091,0
679,1490,1
1059,1069,1
183,1557,1
19,327,1
187,1069,0
56,1490,0
1030,1035,1
180,343,1
23,1119,1
1053,1064,1
1045,1066,1
34,1490,1
216,287,0
224,1036,0
183,205,1
150,343,1
1066,1075,1
24,343,1
1516,1518,1
567,1476,0
307,1489,1
1059,1070,1
511,1464,1
56,477,1
1069,1466,0
25,212,1
503,4548,0
150,211,0
511,679,1
10,4548,0
12,224,0
203,1490,1
18,32,1
22,32,1
12,14,1
23,1501,0
1517,1526,1
315,1097,0
12,20,1
1070,1476,0
686,1065,0
1519,1526,1
1050,1067,1
225,1497,1
1049,1070,1
1483,4548,0
151,1516,0
205,1557,1
1042,1501,1
378,1091,1
18,1042,1
34,483,1
224,562,0
34,538,0
16,22,1
307,1064,0
3,14,0
32,205,0
381,542,0
1065,1067,1
203,679,1
503,563,1
488,1093,0
1027,1525,0
179,679,0
150,180,1
232,1557,1
1093,1490,1
1049,1059,1
225,1111,0
576,578,1
18,1523,0
180,1030,0
1518,1526,1
1490,4552,0
19,327,1
1036,1596,1
32,554,1
577,578,1
567,578,1
16,554,1
203,511,1
14,18,1
1056,1067,1
8,1490,1
534,1597,0
511,1071,0
567,1069,0
8,1490,1
171,1523,1
19,328,1
24,329,0
12,22,1
493,567,0
378,1049,0
20,1035,0
43,1053,0
493,563,1
197,230,1
180,1051,0
1056,1065,1
12,1053,0
493,503,1
1510,1524,1
575,1053,0
301,1070,0
24,308,0
503,563,1
301,493,1
225,1518,1
224,1523,1
505,1050,0
313,1524,0
10,1510,1
205,473,0
1059,1069,1
222,1056,0
224,1510,1
1065,1067,1
1065,1075,1
19,1097,0
1064,1518,0
1478,1509,1
180,473,1
150,1040,1
1518,1526,1
22,554,1
8,511,1
34,307,0
315,1089,1
315,1030,0
16,534,0
1045,1049,1
1069,1567,0
18,1042,1
1035,1090,0
1518,1525,1
212,1097,1
382,489,0
211,573,0
1070,1075,1
1071,4552,0
1070,1518,0
179,1067,0
541,1119,1
329,1590,1
503,1056,0
1065,1466,0
382,1045,0
34,40,0
1045,1065,1
18,554,1
3,28,0
308,562,0
473,570,0
12,1095,0
225,232,0
1067,1461,0
1056,1597,0
511,1097,1
14,20,1
1042,1490,0
313,552,0
554,570,0
577,1066,0
534,1044,0
212,1464,1
1066,1067,1
208,552,1
25,211,0
1050,1064,1
1053,1490,0
1064,1075,1
473,1497,0
503,4675,0
1464,1490,1
203,225,0
382,1525,0
14,4552,0
575,1090,1
14,1114,0
1070,1495,0
1053,1070,1
375,1489,1
16,1523,0
329,1590,1
18,538,0
1497,1518,1
1050,1054,1
1071,1075,1
1053,1075,1
287,1095,1
212,1490,1
1054,1067,1
1066,1071,1
32,1501,1
1064,1065,1
1090,1590,0
164,1040,0
12,503,0
12,18,1
20,567,0
1067,1075,1
1090,1509,0
343,473,1
24,183,0
41,225,0
43,224,1
211,1489,0
1045,1053,1
1053,1054,1
8,679,1
25,1097,1
8,679,1
483,1093,1
1091,1596,0
378,381,1
17,328,1
150,1036,1
343,570,0
179,541,1
1054,1070,1
1045,1517,0
23,1590,1
470,1097,0
25,1464,1
287,4532,0
203,1071,0
573,1483,0
354,1567,1
32,40,0
179,1066,0
679,1093,1
17,327,1
1069,1071,1
22,197,0
225,1526,1
34,679,1
1119,4675,0
12,554,1
16,1042,1
308,578,0
41,205,0
216,1511,0
1049,1056,1
381,1091,1
4563,4675,0
1464,4532,0
541,1056,0
16,1517,0
22,470,0
1567,4544,0
1064,1066,1
225,1519,1
1059,1064,1
32,534,0
22,56,0
1497,1526,1
225,1056,0
208,315,1
205,573,0
43,1490,0
189,534,0
32,56,0
