dataset1_id,dataset2_id,matching_topic
23,541,1
41,4548,0
300,1503,1
28,1042,1
34,511,1
212,1097,1
1059,1064,1
40,285,0
1042,1501,1
1476,1477,1
568,1519,0
20,1042,1
570,1526,0
1478,1483,1
1071,1502,0
1517,1520,1
18,28,1
40,4135,0
20,28,1
511,1093,1
212,343,0
36,483,0
375,483,0
480,552,0
480,1051,0
679,1097,1
511,1490,1
56,477,1
308,1525,1
22,28,1
8,1097,1
1516,1526,1
197,382,0
666,1489,0
23,179,1
150,4544,0
196,1049,0
1054,1069,1
488,1066,0
203,542,0
308,1476,0
483,4549,0
180,185,0
25,1463,0
187,1095,1
205,1070,0
301,503,1
196,1090,0
511,1097,1
375,1470,0
10,1523,1
230,1472,0
382,1044,0
41,1049,0
8,212,1
470,1510,0
189,1090,0
1040,1596,1
1065,4534,0
378,1477,0
151,1505,1
1097,1490,1
189,1519,1
1037,1525,0
1053,1070,1
227,1495,0
354,1567,1
216,4548,0
171,1510,1
1040,1071,0
150,544,0
211,1511,0
55,1523,1
179,285,0
489,1114,0
43,55,1
287,1095,1
14,28,1
563,4544,0
34,1490,1
197,573,1
32,1478,0
25,34,1
493,563,1
571,1067,0
12,1501,1
313,1477,0
8,34,1
1,16,0
185,505,0
20,4548,0
36,327,0
14,18,1
212,1490,1
203,483,1
563,1481,0
1066,1070,1
172,1501,0
230,561,1
43,55,1
1489,1567,0
225,301,0
25,1490,1
1520,1526,1
150,1490,0
10,25,0
1567,4549,0
327,538,0
208,1029,0
1045,1063,1
1037,1510,0
151,329,0
1053,1067,1
230,1477,0
8,1464,1
55,171,1
22,1490,0
18,28,1
1497,1525,1
327,1478,0
1045,1067,1
541,4532,0
541,1037,1
563,1114,0
44,1099,0
378,381,1
23,541,1
534,563,0
1,1597,0
1049,1064,1
1097,1526,0
328,571,0
1065,1066,1
189,225,1
1035,1461,0
1053,1070,1
679,1490,1
20,225,0
1063,1075,1
6,1029,0
1044,4544,0
1059,1067,1
503,563,1
1049,1059,1
313,1464,0
12,1038,1
1066,1070,1
189,1461,0
14,17,0
308,1517,1
1051,1465,0
25,1476,0
17,19,1
381,4544,0
1050,1069,1
1520,1526,1
1045,1059,1
40,1064,0
315,571,0
505,1067,0
686,1502,0
488,4548,0
1044,1470,0
12,1038,1
544,1590,0
150,329,0
1093,1464,1
1503,4563,1
55,1066,0
1520,1525,1
16,20,1
14,16,1
150,1049,0
287,1075,0
577,1090,1
150,511,0
230,686,0
24,343,1
287,666,0
29,227,0
189,1519,1
212,534,0
12,29,0
183,212,0
23,329,1
287,1063,0
1045,1063,1
570,576,1
187,287,1
197,1511,0
1049,1590,0
1099,1472,0
187,208,0
180,480,0
1027,1030,1
1067,1075,1
1049,1510,0
55,1064,0
1045,1463,0
1063,1071,1
1037,1590,1
230,573,1
16,1501,1
208,227,0
1045,1075,1
1050,1067,1
12,1042,1
179,1590,1
1049,1070,1
1054,1095,0
489,571,0
180,1040,1
1038,1042,1
327,329,0
24,1036,1
10,197,0
1462,1472,0
568,576,1
1069,1070,1
1501,1597,0
561,1510,0
1053,1066,1
1050,1065,1
44,1590,0
534,1590,1
570,1502,0
1054,1070,1
1053,1071,1
55,1510,1
503,563,1
552,1089,1
1476,4544,0
1064,1070,1
44,343,0
301,563,1
1045,1071,1
327,1461,0
493,503,1
14,32,1
12,1470,0
1030,1070,0
1090,1114,0
55,1524,1
343,488,0
17,19,1
1497,1526,1
1,329,0
17,488,0
230,561,1
205,354,0
568,570,1
185,1099,0
378,493,0
567,570,1
1030,1035,1
1063,1071,1
570,1090,1
544,4534,0
227,1597,0
10,300,0
172,187,0
568,576,1
1067,1075,1
12,22,1
1064,1075,1
171,1524,1
1067,1069,1
315,552,1
300,576,0
1097,1490,1
20,1501,1
3,1481,1
164,1516,0
480,1089,0
183,4544,0
211,567,0
187,287,1
30,679,0
300,1070,0
552,1517,0
1096,1520,0
203,1464,1
1093,1490,1
20,1490,0
1045,1053,1
20,22,1
34,1490,1
187,1064,0
381,1091,1
489,493,0
300,507,0
571,4534,0
1497,1517,1
180,473,1
301,1490,0
20,28,1
1065,1071,1
1478,4675,1
171,1064,0
14,172,0
1,1500,0
19,1464,0
25,212,1
301,503,1
1497,1516,1
505,1059,0
1054,1059,1
216,571,1
16,28,1
8,1502,0
189,1497,1
56,552,0
22,1501,1
8,25,1
1050,1067,1
12,1501,1
488,1500,0
1051,1065,0
230,1462,0
10,171,1
20,32,1
179,329,1
1476,1477,1
375,4563,1
14,232,0
189,225,1
227,230,1
1497,1525,1
483,511,1
1049,1071,1
22,32,1
1035,1490,0
301,563,1
1478,1483,1
205,511,0
1069,1075,1
55,1510,1
1499,4532,0
511,1526,0
151,1091,0
24,4675,0
16,1042,1
1045,1054,1
1470,1567,0
567,1464,0
1038,1042,1
1045,1075,1
183,510,1
14,20,1
510,573,0
8,20,0
189,308,1
34,1464,1
1049,1067,1
563,1042,0
1464,1501,0
25,1093,1
1050,1067,1
1523,1524,1
197,1466,0
329,1069,0
1461,4135,0
1050,1070,1
179,1027,0
686,1472,0
1495,1510,0
12,196,0
216,1511,0
1461,4534,0
679,1490,1
451,1065,0
28,1466,0
1065,1069,1
1066,1069,1
327,570,0
18,1501,1
1050,1069,1
23,1027,0
544,1509,0
1045,1049,1
150,686,0
150,189,0
28,1066,0
216,537,0
189,1520,1
1462,1477,0
538,1050,0
378,382,1
225,1497,1
151,180,0
1045,1064,1
1066,1070,1
1523,1524,1
1471,1478,0
1520,1526,1
313,563,0
473,1596,1
568,576,1
576,577,1
1054,1071,1
1045,1070,1
1054,1069,1
29,488,0
14,32,1
40,4675,0
1497,1525,1
20,22,1
1053,1065,1
216,503,0
225,1526,1
197,573,1
32,1038,1
1027,1049,0
25,34,1
14,1501,1
679,1464,1
197,329,0
1054,1461,0
3,567,0
541,1037,1
329,541,1
55,171,1
375,570,0
343,1596,1
378,1091,1
510,4532,0
507,1596,0
19,315,0
150,473,1
1,503,0
179,1037,1
12,16,1
150,473,1
1049,1070,1
285,451,0
183,232,1
1097,1099,0
576,577,1
180,1036,1
36,4675,0
1036,1596,1
24,343,1
19,1038,0
1063,1069,1
203,483,1
43,1523,1
489,1504,0
222,1517,0
151,1168,1
568,1070,0
34,1567,0
1064,1071,1
1067,1597,0
18,1042,1
575,577,1
1519,1526,1
56,164,0
189,1497,1
203,511,1
212,679,1
1040,1596,1
1519,1526,1
34,203,1
