dataset1_id,dataset2_id,matching_topic
1070,1075,1
354,1511,0
575,577,1
212,567,0
34,1093,1
1053,1054,1
28,1038,1
212,492,1
56,477,1
28,1501,1
189,225,1
567,568,1
354,576,0
12,1518,0
10,1501,0
36,4548,0
56,375,0
25,203,1
1470,4548,0
1519,1520,1
300,1056,0
1487,1505,0
354,1518,0
567,576,1
1050,1056,1
381,473,0
1064,1070,1
343,1596,1
477,541,0
329,4675,0
1042,1501,1
1500,4534,0
483,1097,1
1056,1075,1
1066,1069,1
180,542,0
679,1097,1
1049,1075,1
55,224,1
378,1525,0
328,1590,0
1037,1596,0
1069,1597,0
313,1050,0
301,503,1
1044,4534,0
1053,1064,1
18,22,1
1466,1478,0
1059,1075,1
1476,1511,0
354,493,0
34,1093,1
222,232,0
1056,1119,0
577,1472,0
567,4549,0
24,1518,0
17,327,1
473,1505,0
1051,1090,0
381,492,0
225,1518,1
164,285,0
43,1495,0
12,503,0
187,1095,1
208,552,1
197,230,1
1027,1035,1
225,1497,1
1042,1501,1
1053,1075,1
25,203,1
12,505,0
679,1490,1
1027,1036,0
172,507,0
28,578,0
568,578,1
1090,1504,0
1045,1075,1
227,230,1
224,1510,1
567,1168,0
1462,1472,0
197,227,1
1035,1502,0
1119,1590,1
8,1059,0
14,22,1
10,1509,0
1049,1066,1
505,4534,0
561,1509,0
1463,1495,0
179,187,0
12,14,1
151,1030,0
473,1596,1
568,1509,0
493,1053,0
578,1064,0
20,1042,1
483,511,1
1045,1066,1
492,1097,1
1049,1053,1
14,1526,0
1050,1067,1
577,578,1
1050,1069,1
18,32,1
203,679,1
568,575,1
329,1119,1
55,1044,0
1071,1075,1
1462,1526,0
1036,1596,1
1066,1067,1
1049,4135,0
568,576,1
24,1037,0
1470,1596,0
1045,1054,1
30,1054,0
575,576,1
19,287,0
1045,1071,1
179,1035,0
511,1097,1
493,575,0
1069,1470,0
20,554,1
227,552,0
43,224,1
561,573,1
17,327,1
212,1030,0
24,180,1
1069,1070,1
1030,1557,0
1049,1064,1
187,287,1
1497,1517,1
1472,1483,0
36,575,0
32,1094,0
308,1490,0
552,1095,0
211,503,0
1518,1519,1
1042,1462,0
212,1097,1
43,224,1
1470,1489,0
25,212,1
22,554,1
287,567,0
285,1518,0
1067,1069,1
56,196,0
537,1476,0
1053,1477,0
378,1095,0
542,4532,0
679,1065,0
1054,1070,1
203,1097,1
3,1472,0
503,1503,0
1478,1504,0
17,43,0
1038,1050,0
6,23,0
25,511,1
12,1038,1
17,19,1
480,544,0
23,179,1
8,1097,1
20,1038,1
470,1054,0
151,577,0
197,327,0
571,1035,0
578,1049,0
511,1097,1
18,40,0
1059,1526,0
473,1168,0
25,1030,0
679,1490,1
212,483,1
1045,1056,1
1045,1067,1
164,1029,0
225,1519,1
1027,1071,0
34,4135,0
34,328,0
12,28,1
212,1490,1
301,493,1
1065,1067,1
1054,1066,1
25,1038,0
196,1466,0
285,1597,0
1066,1090,0
1040,1596,1
43,1510,1
483,1093,1
172,473,0
343,1040,1
1097,1590,0
18,32,1
225,1520,1
538,1070,0
1098,1470,0
354,578,0
1098,1114,0
541,1557,0
225,1517,1
29,1505,0
203,212,1
1053,1056,1
20,575,0
327,686,0
511,1093,1
1050,1054,1
541,1590,1
1050,1064,1
328,492,0
541,1037,1
1503,1526,0
1168,1472,0
25,1096,0
473,493,0
1049,1069,1
1056,1069,1
212,473,0
8,212,1
20,1038,1
1066,1071,1
56,473,0
327,538,0
18,505,0
189,308,1
189,1518,1
227,329,0
577,1567,0
222,1466,1
10,43,1
354,1044,0
34,679,1
22,1478,0
14,18,1
1517,1526,1
1059,1065,1
1472,1557,0
205,1510,0
1497,1517,1
1050,1075,1
1510,1524,1
227,1590,0
576,578,1
203,492,1
315,1069,0
185,1071,0
212,1051,0
1,4548,0
28,212,0
1476,1477,1
541,573,0
171,1470,0
507,1042,0
23,1037,1
189,1497,1
1029,1525,0
187,568,0
1489,4534,0
1071,1075,1
1066,1070,1
1471,1524,0
492,1487,0
12,32,1
216,571,1
17,211,0
285,1075,0
189,1517,1
23,329,1
1038,1519,0
679,1097,1
577,1463,0
308,1489,0
1027,4532,0
571,1526,0
12,301,0
10,1524,1
1064,1066,1
1030,1509,0
1054,1059,1
470,480,0
24,473,1
679,1093,1
343,1036,1
216,492,0
1054,1095,0
18,1501,1
28,1501,1
8,10,0
24,1596,1
1518,1526,1
25,483,1
1038,1042,1
1497,1525,1
59,189,0
34,492,1
22,1038,1
1091,1495,0
203,679,1
329,511,0
12,554,1
172,196,0
189,1168,0
483,679,1
187,1054,0
1099,1478,0
185,1042,0
567,1027,0
538,1517,0
308,1071,0
29,1470,0
1519,1520,1
30,480,0
24,1094,1
301,1487,1
30,1470,0
18,20,1
473,1094,1
1056,1071,1
1075,1505,0
56,1064,0
1049,1054,1
203,1093,1
1065,1069,1
686,1517,0
381,1481,0
212,1093,1
300,4563,1
503,1487,1
203,511,1
25,4534,0
25,567,0
343,1040,1
180,473,1
8,212,1
483,1490,1
41,1044,0
197,230,1
470,1462,0
561,573,1
23,1119,1
187,577,0
180,1091,0
375,1503,1
1478,1483,1
1045,1069,1
17,1500,0
179,573,0
343,473,1
28,1093,0
211,577,0
554,1567,0
18,381,0
1027,1525,0
1049,1059,1
1495,4135,0
183,1470,0
1038,1042,1
503,1075,0
1497,1526,1
483,1093,1
34,483,1
493,1470,0
541,1119,1
1098,1596,0
24,1483,0
3,1042,0
686,1051,0
1098,1520,0
315,1089,1
300,1503,1
1065,1466,0
212,1093,1
25,1490,1
1049,1567,0
567,568,1
14,22,1
212,575,0
1497,1520,1
183,205,1
25,1093,1
567,578,1
1070,1597,0
172,224,0
197,573,1
1045,1053,1
1054,1065,1
180,473,1
32,686,0
308,542,0
