dataset1_id,dataset2_id,matching_topic
212,679,1
1042,1501,1
1035,1045,0
1519,1520,1
1067,1461,0
20,28,1
1063,1505,0
561,562,1
1481,1501,0
211,1067,0
1045,1065,1
300,1036,0
10,1524,1
43,1526,0
477,1091,0
554,1525,0
8,222,0
1049,1059,1
1111,1557,0
1071,1516,0
493,1526,0
1065,1067,1
473,1596,1
36,1516,0
1518,1519,1
1045,1525,0
1049,1065,1
507,1501,0
511,679,1
23,1590,1
24,1596,1
1097,1481,0
25,212,1
1063,1070,1
12,1462,0
12,1030,0
1042,1520,0
1053,1059,1
56,576,0
575,4552,0
561,1067,0
301,473,0
20,554,1
151,1505,1
1069,1070,1
1059,1067,1
17,1567,0
554,1501,1
1066,1071,1
1497,1517,1
1093,1097,1
1063,1478,0
489,1053,0
308,1483,0
544,1066,0
28,1038,1
483,1464,1
183,1557,1
1097,1490,1
1094,1525,0
552,1590,0
20,1038,1
577,1090,1
1045,1056,1
1053,1059,1
55,1524,1
567,577,1
567,576,1
1045,1067,1
1045,4135,0
1069,1093,0
28,554,1
212,511,1
211,343,0
18,1056,0
1049,1075,1
1067,1099,0
55,1067,0
679,1093,1
483,1472,0
205,1027,0
287,576,0
150,1477,0
225,1510,0
492,1097,1
25,573,0
212,1063,0
212,483,1
1038,1066,0
301,503,1
561,573,1
1067,1069,1
327,1056,0
492,1518,0
382,1091,1
307,1489,1
483,1093,1
1065,1069,1
1054,1063,1
1050,1518,0
24,307,0
313,577,0
20,1476,0
12,554,1
480,1045,0
14,25,0
328,1483,0
12,1501,1
308,1518,1
1067,1091,0
28,1501,1
59,1505,0
10,1523,1
1049,1075,1
41,1067,0
14,16,1
41,171,0
1059,1071,1
208,1089,1
183,1501,0
1050,1069,1
14,32,1
212,1099,0
492,1030,0
24,561,0
1067,1071,1
483,679,1
1065,1070,1
313,562,0
1044,1464,0
1096,1097,0
212,679,1
164,329,0
492,1596,0
378,1098,1
55,1059,0
150,473,1
1065,1097,0
1066,1070,1
488,1119,0
510,1557,1
308,1497,1
534,1483,0
171,1524,1
225,1520,1
492,507,0
40,473,0
1056,1066,1
1497,1518,1
18,205,0
23,1119,1
1036,1056,0
1050,1490,0
203,1464,1
1054,1071,1
25,679,1
488,1523,0
16,1042,1
1523,1524,1
18,1501,1
327,328,1
1069,1071,1
308,1518,1
16,1597,0
203,1093,1
483,1464,1
24,1516,0
552,1501,0
308,1526,1
25,483,1
1516,1519,1
1037,1590,1
216,571,1
1489,1503,1
679,1097,1
1069,4552,0
203,1523,0
14,1042,1
1054,1476,0
568,578,1
212,492,1
203,212,1
552,1063,0
25,568,0
187,1067,0
24,343,1
8,567,0
36,1071,0
1037,1590,1
1054,1056,1
23,1119,1
40,59,1
12,1463,0
1089,1519,0
343,1094,1
511,1520,0
1054,1094,0
679,1093,1
8,1472,0
541,1095,0
1036,1070,0
12,505,0
541,1490,0
8,56,0
1067,1070,1
6,1490,0
577,1495,0
1049,1053,1
10,20,0
354,1567,1
44,1090,0
483,492,1
25,554,0
1053,1054,1
1497,1525,1
576,1520,0
17,328,1
1067,1590,0
287,1517,0
32,1501,1
