dataset1_id,dataset2_id,matching_topic
507,1040,0
1518,4552,0
179,1037,1
473,562,0
16,575,0
16,18,1
151,1478,0
534,4548,0
1049,1067,1
185,189,0
577,1465,0
14,36,0
212,308,0
25,492,1
473,1036,1
542,1045,0
554,1049,0
56,1044,0
1504,1519,0
1093,4544,0
1094,4534,0
230,666,0
164,483,0
354,1049,0
3,1483,0
189,1465,0
205,1090,0
151,1517,0
300,1099,0
308,575,0
150,4532,0
1066,4549,0
1064,1095,0
308,568,0
230,561,1
488,1497,0
12,1049,0
25,30,0
14,1094,0
34,4532,0
328,679,0
570,577,1
172,1067,0
41,1056,0
375,4135,0
1497,4532,0
203,488,0
483,507,0
1038,1071,0
1053,1056,1
40,1497,0
25,4675,0
343,1097,0
1099,1523,0
1064,1075,1
23,329,1
568,1500,0
224,378,0
40,1501,0
503,1590,0
189,568,0
14,542,0
505,1098,0
511,1518,0
313,1093,0
1027,1056,0
577,1069,0
570,1520,0
1065,1597,0
1093,1503,0
1049,1111,0
203,308,0
1059,1523,0
1511,4675,0
28,1066,0
470,1030,0
511,1500,0
211,1095,0
567,577,1
41,343,0
577,4534,0
492,1504,0
212,1037,0
34,375,0
224,301,0
185,224,0
12,1520,0
483,1097,1
18,354,0
41,567,0
10,1044,0
59,1089,0
185,1075,0
1066,1114,0
16,171,0
1500,1520,0
1051,1520,0
1045,1462,0
378,1098,1
567,575,1
8,203,1
563,1070,0
328,343,0
208,1038,0
22,1070,0
17,4675,0
300,568,0
1027,4552,0
554,570,0
1067,1520,0
29,1518,0
180,1064,0
570,1461,0
23,1111,0
1465,1526,0
307,1069,0
307,1472,0
40,308,0
1038,1472,0
225,470,0
1069,1470,0
24,483,0
6,1059,0
6,36,0
1075,1524,0
14,493,0
44,1075,0
8,180,0
23,1090,0
10,1472,0
307,1519,0
562,1499,0
1461,1464,0
25,307,0
20,488,0
1066,1501,0
187,287,1
6,568,0
41,4544,0
1040,1511,0
172,1518,0
28,1523,0
570,1465,0
568,4534,0
151,1090,0
1064,4675,0
189,1505,0
44,1520,0
1054,4675,0
1464,1567,0
1090,1462,0
25,554,0
185,1464,0
1037,1590,1
1093,4675,0
577,1472,0
1066,1069,1
488,1510,0
10,1063,0
1064,4532,0
179,300,0
211,511,0
18,577,0
1054,1064,1
230,313,0
24,1070,0
1036,1040,1
17,544,0
189,577,0
1,1483,0
575,1510,0
538,1044,0
22,492,0
3,205,0
1038,1567,0
10,578,0
180,1504,0
196,1464,0
1056,1070,1
686,1464,0
20,1030,0
172,1497,0
59,451,0
1097,4552,0
1075,1597,0
6,300,0
315,1590,0
8,570,0
375,483,0
8,511,1
488,492,0
1029,1168,0
1465,1520,0
28,34,0
1054,1478,0
1094,1463,0
570,1525,0
1075,1502,0
6,18,0
40,1070,0
6,563,0
679,1093,1
1040,1499,0
285,1520,0
679,1059,0
224,1461,0
511,1091,0
1035,1476,0
151,1036,0
505,1049,0
1478,1502,0
1093,1567,0
1114,4548,0
473,1495,0
56,1040,0
562,1510,0
1501,4534,0
375,1489,1
1056,1069,1
25,1045,0
30,208,0
1063,1517,0
511,541,0
16,224,0
203,212,1
10,483,0
225,575,0
451,538,1
666,1071,0
473,1075,0
211,1037,0
1036,4552,0
30,1054,0
