dataset1_id,dataset2_id,matching_topic
179,1119,1
180,1036,1
23,1119,1
1059,1067,1
287,1095,1
205,510,1
1063,1066,1
197,230,1
1097,1490,1
225,308,1
171,224,1
1044,1059,0
307,1489,1
171,1510,1
1045,1059,1
1045,1067,1
1054,1071,1
205,510,1
679,1501,0
187,1042,0
222,1059,0
534,1099,0
23,1042,0
1489,4563,1
1050,1063,1
343,1036,1
573,1524,0
1523,1597,0
483,1093,1
225,1516,1
1045,1471,0
8,4534,0
8,511,1
679,1504,0
567,1090,1
534,1517,0
1056,1065,1
328,1517,0
375,1119,0
562,573,1
230,505,0
567,576,1
308,1518,1
212,1045,0
1463,1497,0
473,1596,1
189,451,0
34,1097,1
1523,1524,1
507,1040,0
1067,1464,0
1517,1520,1
1075,1523,0
1064,1070,1
1045,1054,1
6,576,0
28,1030,0
1050,1053,1
20,554,1
25,483,1
511,1464,1
1040,1502,0
568,1045,0
208,315,1
563,1510,0
552,1489,0
1045,1481,0
1037,1065,0
20,1042,1
1050,1526,0
1066,1069,1
59,473,0
300,375,1
313,1501,0
541,1054,0
203,1464,1
567,1030,0
1069,1477,0
180,343,1
1059,1066,1
1483,1516,0
1070,1502,0
1054,1067,1
25,203,1
307,375,1
378,1091,1
225,1490,0
301,493,1
36,1502,1
16,28,1
172,1483,0
1053,1056,1
1093,1464,1
34,1464,1
538,1518,0
578,1567,0
8,1093,1
179,1037,1
179,541,1
315,1089,1
1517,1518,1
1478,1520,0
28,1501,1
1065,4544,0
1042,1525,0
4548,4549,1
22,1038,1
43,171,1
34,1067,0
55,171,1
567,578,1
150,1523,0
43,1523,1
183,1075,0
1478,1483,1
14,203,0
473,568,0
568,1090,1
287,1509,0
28,55,0
1481,1490,0
1036,1090,0
22,1089,0
473,1094,1
1091,1497,0
301,1478,0
183,473,0
34,679,1
3,686,0
225,1497,1
25,563,0
287,493,0
327,1070,0
225,1518,1
224,1524,1
40,1075,0
1063,1064,1
12,16,1
14,20,1
8,573,0
179,1520,0
679,4548,0
25,511,1
180,1097,0
1036,1094,1
1478,1509,1
18,554,1
212,1490,1
534,1509,0
16,1038,1
225,1516,1
329,1066,0
568,577,1
451,1063,0
224,1526,0
285,1090,0
171,1524,1
3,1481,1
552,554,0
20,1509,0
1050,1525,0
1038,1501,1
151,1054,0
203,679,1
1064,1075,1
1054,1070,1
1030,1035,1
34,1054,0
1067,1070,1
483,1093,1
28,1038,1
216,571,1
554,1478,0
1045,1065,1
230,1462,0
308,1497,1
1516,1520,1
205,327,0
315,505,0
285,1517,0
23,1071,0
1050,1069,1
17,1059,0
307,1067,0
189,4532,0
567,1518,0
225,1509,0
29,1050,0
503,563,1
41,4675,0
12,212,0
208,1089,1
28,1042,1
1064,1067,1
1111,4548,0
534,1054,0
1066,1464,0
43,1510,1
216,568,0
1045,1050,1
285,1490,0
189,1520,1
343,1050,0
22,1490,0
1070,1097,0
1067,1114,0
212,511,1
307,1490,0
308,1525,1
552,1524,0
1040,1094,1
1045,1064,1
679,1464,1
185,1064,0
480,1036,0
29,1505,0
1027,1464,0
381,1094,0
541,1119,1
666,1518,0
562,1050,0
150,1596,1
300,1071,0
568,576,1
8,14,0
477,1093,0
576,1059,0
1056,1071,1
343,1596,1
180,1520,0
1064,1069,1
1509,4675,1
1045,4135,0
12,1042,1
561,1029,0
576,577,1
179,382,0
1067,1070,1
1042,1518,0
451,1500,0
1071,1168,0
150,1036,1
14,1477,0
44,1070,0
180,473,1
483,1097,1
6,1510,0
36,1075,0
1053,1070,1
1054,1056,1
554,1477,0
14,1038,1
1044,1067,0
12,16,1
567,576,1
212,571,0
1036,1526,0
55,1524,1
1063,1075,1
1054,1063,1
1053,1065,1
20,575,0
1036,1596,1
1064,1071,1
189,225,1
568,575,1
25,34,1
23,541,1
552,1065,0
534,541,1
1094,1596,1
308,567,0
1093,1097,1
575,577,1
25,43,0
1027,1054,0
3,14,0
12,18,1
679,1490,1
14,1042,1
14,56,0
573,1037,0
